	Acandí	Riosucio	Bahía Solano (o Ciudad Mutis)	Coredó	Tutunendo	Arusí	Cérteguí	Nóvita	Cartago	Toro	Roldanillo	Buenaventura	Sevilla	Andalucía	Darién (o Calima)	Buga	Dagua	Ginebra	Palmira	Cali	Florida	Robles	Timbiquí	San Juan de Mechengue	Santander de Quilichao	Morales	Silvia	Patía (El Bordo)	Bolívar	Popayán	La Sierra	Iscuandé	Tumaco	Barbacoas1	Ricaurte2	La Cruz	La Florida	Potosí	Mocoa	San Antero	Puerto Escondido	Cereté	Sahagún	Tres Palmas	Tierra Alta	Planeta Rica	Ayapel	Turbo	Nechí	Caucasia	Chigorodó	Ituango	Dabeiba	Frontino	Cáceres	Zaragoza	Remedios	Yarumal	Amalfi	Yolombó	Santa Fe de Antioquia	San Pedro1	Urrao	Heliconia	Concordia	Montebello	Betania	Jardín	Santo Domingo	Puerto Berrío	Rionegro1	Cocorná	Sonsón	Mistrató	Santuario	Pereira	Pácora	Samaná	Aranzazu	Manzanares	Manizales	Calarcá	Mariquita	Herveo	El Líbano	Ambalema	Santa Isabel	San Antonio	Ibagué	Coello	San Luis	Cunday	Ortega	Purificación	Chaparral	Planadas	Natagaima	Alpujarra	Baraya	Santa María	Nátaga	Gigante	Neiva	Timaná	San Agustín	San Vicente del Caguán	Florencia	San Onofre	Tolú	San Pedro2	Corozal	San Benito Abad	Majagual	Puerto Colombia	Luruaco	Manatí	Villanueva	La Boquilla	Turbaco	Mahates	San Basilio de Palenque	María La Baja	San Juan Nepomuceno	El Carmen2	Mompós	San Martín de Loba	Simití	Bocas del Rosario	Puerto Wilches	Sabana de Torres	Suratá	Barrancabermeja	Rionegro2	Tona	Girón	San Vicente de Chucurí	Guaca	Aratoca	Málaga	Cimitarra	Suaita	Vélez	Jesús María	Simacota	Onzaga	Charalá	Güicán	Moniquirá	Saboyá	Muzo	Ráquira	Jericó	Socha	Duitama	Sotaquirá	Monguí	Firavitoba	Labranzagrande	Siachoque	Aquitania	Turmequé	Tenza	Miraflores	San Luis de Gaceno	Caparrapí	Paime	Simijaca	Ubaté	Villapinzón	Pacho	Guaduas	Tenjo	Facatativá	La Mesa	Bogotá	Nemocón	Manta	Guasca	Gachetá	Gachalá	Fómeque	Medina	Tocaima	Pasca	Pandi	Gutiérrez	Quetame	Restrepo	San Martín	Puerto López	Sitionuevo	Taganga	Ciénaga	Aracataca	Pivijay	Pedraza	Plato	El Difícil	Riohacha	Palomino	Barbacoas2	Uribia	Carraipía	Fonseca	Caracolí	Valledupar	Codazzi	Chiriguaná	Pailitas	La Jagua de Ibirico	Gamarra	Loma de Corredor	El Tarra	El Carmen1	San Calixto	Ocaña	Ábrego	Sardinata	Villacaro	Salazar de las Palmas	Puerto Villamizar	Ricaurte1	Cúcuta	Cáchira	Bochalema	Herrán	Pamplona	San Bernardo de Bata	Chitagá	Arauca	Tame	Pore	Trinidad	Yopal	Tauramena	Maní	Orocué
Caracolí	0.802592	0.848716	0.836272	0.844903	0.793463	0.86203	0.836868	0.829965	0.860186	0.866788	0.855831	0.845909	0.845195	0.853346	0.863297	0.885192	0.863371	0.862415	0.863745	0.847812	0.853607	0.854399	0.827508	0.857761	0.8484	0.860905	0.860809	0.860716	0.857505	0.854606	0.884072	0.849109	0.864643	0.819768	0.884713	0.864941	0.880032	0.873577	0.861782	0.739542	0.772477	0.791268	0.776249	0.762246	0.780594	0.757365	0.801424	0.826681	0.809477	0.825539	0.835146	0.861109	0.880516	0.84311	0.799971	0.816635	0.8787	0.865452	0.868414	0.876627	0.878347	0.875584	0.859743	0.880188	0.877673	0.867416	0.87242	0.887136	0.880581	0.836536	0.847668	0.836448	0.858904	0.861477	0.861182	0.869421	0.856324	0.863364	0.878969	0.861866	0.848755	0.820183	0.840523	0.860114	0.856421	0.850184	0.858628	0.847043	0.867676	0.843587	0.820979	0.864969	0.850699	0.833716	0.853588	0.857646	0.872838	0.87257	0.872089	0.86419	0.857032	0.852228	0.861404	0.849828	0.854944	0.881707	0.857824	0.767991	0.782926	0.817678	0.771958	0.792172	0.786902	0.734201	0.734628	0.732118	0.756518	0.786364	0.744429	0.751105	0.737727	0.778399	0.776939	0.797696	0.772478	0.778701	0.796265	0.796429	0.821266	0.855094	0.866845	0.806959	0.864094	0.865248	0.889004	0.880482	0.872729	0.863632	0.877611	0.884238	0.866418	0.87055	0.866052	0.865337	0.882988	0.875789	0.894474	0.877642	0.896558	0.864698	0.860151	0.881901	0.884311	0.87787	0.894239	0.877	0.877594	0.875383	0.888774	0.873677	0.88845	0.882312	0.896502	0.880055	0.86335	0.893918	0.882221	0.887755	0.876032	0.882776	0.861153	0.897242	0.859174	0.870902	0.864937	0.890128	0.868524	0.881402	0.88684	0.87373	0.881028	0.845359	0.835022	0.890896	0.860392	0.900523	0.896789	0.870961	0.861485	0.851465	0.738229	0.746952	0.713386	0.77692	0.762244	0.794218	0.719895	0.736853	0.744259	0.728394	0.712058	0.75471	0.761601	0.726262	0	0.715485	0.711258	0.745092	0.787885	0.701157	0.818896	0.787477	0.874355	0.828439	0.852157	0.832111	0.855414	0.867007	0.872501	0.860533	0.853422	0.846625	0.863784	0.864898	0.893255	0.868127	0.87165	0.859449	0.894431	0.806612	0.872494	0.85402	0.870303	0.882904	0.871696	0.859562	0.845362
Valledupar	0.819915	0.848855	0.849416	0.854173	0.836296	0.890538	0.854821	0.885086	0.854485	0.862356	0.847798	0.855225	0.866013	0.853293	0.863448	0.87797	0.860685	0.847683	0.846959	0.879142	0.854202	0.85811	0.866634	0.87159	0.858813	0.890695	0.88097	0.836193	0.883749	0.879221	0.88881	0.857558	0.877201	0.89254	0.876687	0.898385	0.872975	0.882768	0.87306	0.766261	0.819762	0.819742	0.801304	0.815996	0.804636	0.79123	0.780762	0.843889	0.82837	0.821063	0.82095	0.883965	0.862127	0.878087	0.841912	0.835211	0.877413	0.862816	0.864908	0.863799	0.866909	0.877665	0.877494	0.874134	0.892726	0.866866	0.861189	0.887108	0.88703	0.857106	0.87089	0.877116	0.876173	0.852567	0.848701	0.837447	0.865543	0.865949	0.869945	0.875004	0.862171	0.857897	0.857218	0.876618	0.869113	0.870824	0.857087	0.856451	0.872921	0.819271	0.86303	0.845182	0.843747	0.812835	0.841257	0.864764	0.866208	0.873025	0.850631	0.855562	0.860575	0.84481	0.848823	0.857521	0.86177	0.85508	0.861331	0.832821	0.805356	0.797991	0.80947	0.776453	0.799322	0.79001	0.771566	0.758943	0.811896	0.797388	0.79458	0.791626	0.77529	0.816282	0.779494	0.777724	0.778086	0.798175	0.818041	0.772789	0.853296	0.871455	0.883701	0.81444	0.893726	0.89873	0.868349	0.879867	0.901908	0.867335	0.889094	0.897608	0.881258	0.86553	0.883566	0.885468	0.888273	0.889572	0.882059	0.885658	0.886589	0.887921	0.886851	0.883303	0.895566	0.86681	0.882067	0.877968	0.868933	0.877084	0.891871	0.874478	0.898554	0.895917	0.896384	0.872158	0.869231	0.88975	0.871188	0.88948	0.880764	0.899218	0.866824	0.879189	0.857108	0.872247	0.860039	0.895768	0.879487	0.865376	0.863426	0.893305	0.881107	0.876638	0.846595	0.889348	0.853928	0.873817	0.872147	0.878823	0.875751	0.843281	0.788958	0.750183	0.782589	0.792995	0.775349	0.799244	0.733813	0.738998	0.712023	0.756833	0.732638	0.720025	0.667637	0.732418	0.715485	0	0.684382	0.753247	0.808615	0.718927	0.829883	0.797421	0.871319	0.840115	0.860473	0.834886	0.846496	0.876065	0.87377	0.853183	0.870615	0.853755	0.862735	0.863671	0.868065	0.88455	0.871054	0.893557	0.897872	0.833595	0.871535	0.874967	0.865576	0.865719	0.900135	0.881338	0.84037
Codazzi	0.80867	0.839512	0.850834	0.865771	0.82197	0.884409	0.835512	0.861913	0.866131	0.859923	0.848777	0.859001	0.859608	0.866953	0.870448	0.857804	0.858183	0.85309	0.857668	0.854244	0.850343	0.839842	0.853527	0.835582	0.849749	0.87794	0.876945	0.849415	0.868015	0.867514	0.870913	0.828973	0.87286	0.883785	0.85176	0.888016	0.884014	0.850155	0.869374	0.793492	0.792128	0.795461	0.75015	0.785224	0.770125	0.766383	0.767638	0.848435	0.818298	0.829546	0.828414	0.861906	0.864651	0.870011	0.80198	0.812847	0.872207	0.863476	0.858867	0.860522	0.851825	0.862262	0.850148	0.860896	0.872489	0.866142	0.861695	0.868121	0.872089	0.85971	0.849128	0.836184	0.856283	0.877958	0.844266	0.859371	0.871164	0.847055	0.859011	0.872342	0.84677	0.841084	0.846658	0.864203	0.862789	0.848751	0.862702	0.873326	0.861386	0.825352	0.843473	0.841393	0.850477	0.813302	0.869521	0.858185	0.863746	0.878459	0.850115	0.870374	0.838274	0.848099	0.856482	0.858517	0.862799	0.856098	0.852865	0.811595	0.788395	0.786965	0.746172	0.781696	0.789151	0.77004	0.748109	0.729377	0.767654	0.783982	0.784897	0.775462	0.818945	0.794787	0.795224	0.800258	0.777944	0.782752	0.784522	0.80223	0.810399	0.823904	0.878365	0.806237	0.87076	0.866888	0.861872	0.87898	0.867399	0.859269	0.870341	0.867559	0.857441	0.861658	0.873919	0.866537	0.873844	0.861608	0.874216	0.868608	0.867071	0.865179	0.863302	0.868732	0.880579	0.871962	0.884988	0.875099	0.868555	0.854771	0.903895	0.874912	0.872021	0.863822	0.874444	0.852448	0.840265	0.864465	0.867545	0.890712	0.875224	0.881023	0.847445	0.872044	0.842767	0.865234	0.864765	0.885874	0.866292	0.861221	0.858696	0.854735	0.874027	0.857229	0.8543	0.874783	0.844289	0.869918	0.864033	0.864546	0.867507	0.852853	0.772957	0.750369	0.751236	0.78043	0.778149	0.818427	0.758207	0.697913	0.718979	0.751143	0.743589	0.73975	0.709567	0.718817	0.711258	0.684382	0	0.741877	0.772921	0.696708	0.795057	0.766385	0.858445	0.826652	0.846375	0.788938	0.822413	0.858717	0.866981	0.863178	0.852909	0.868563	0.868238	0.872871	0.861298	0.863362	0.834114	0.871767	0.880446	0.813629	0.870431	0.853955	0.838098	0.866691	0.861874	0.859511	0.853436
Chiriguaná	0.815538	0.841685	0.853382	0.85631	0.826751	0.848924	0.85179	0.830168	0.862021	0.846815	0.882898	0.838181	0.8742	0.881	0.860242	0.874041	0.857497	0.863755	0.870192	0.874724	0.874654	0.860266	0.866077	0.858839	0.884017	0.864472	0.841554	0.84769	0.848526	0.83804	0.865822	0.853244	0.860392	0.832965	0.856027	0.852924	0.860402	0.848971	0.856317	0.784386	0.793836	0.790165	0.77678	0.78768	0.772916	0.777964	0.784295	0.827859	0.84398	0.790007	0.833622	0.839891	0.85391	0.863482	0.801051	0.819284	0.852107	0.881738	0.862774	0.861689	0.862586	0.862707	0.846268	0.86006	0.878673	0.855403	0.863739	0.875994	0.865571	0.842167	0.877661	0.844205	0.845179	0.855645	0.847289	0.860195	0.857257	0.857132	0.870497	0.865533	0.862795	0.829704	0.824628	0.856378	0.825339	0.850317	0.833768	0.870871	0.861698	0.820211	0.862861	0.864902	0.831315	0.839594	0.865739	0.84533	0.847636	0.838404	0.853439	0.853529	0.854355	0.855052	0.848902	0.861298	0.84304	0.856561	0.842903	0.805599	0.806017	0.764674	0.775314	0.783308	0.794899	0.766563	0.760693	0.759401	0.760113	0.73679	0.768107	0.792161	0.778505	0.78306	0.789683	0.803936	0.764993	0.779205	0.783732	0.808761	0.792014	0.844208	0.839143	0.796969	0.862413	0.842006	0.841209	0.847823	0.848609	0.847811	0.866026	0.858093	0.868113	0.860832	0.849038	0.833716	0.835327	0.85741	0.858325	0.858005	0.873963	0.843405	0.865925	0.831849	0.852739	0.84931	0.881281	0.86056	0.858274	0.886485	0.876925	0.882877	0.887446	0.868052	0.858754	0.858359	0.829302	0.87913	0.863714	0.857804	0.870268	0.863372	0.839057	0.877116	0.853513	0.853835	0.838027	0.851503	0.861878	0.837962	0.853691	0.872264	0.873903	0.856033	0.846988	0.869116	0.842327	0.87712	0.865905	0.851592	0.889802	0.858496	0.768424	0.775568	0.790999	0.805409	0.768116	0.766598	0.750346	0.72813	0.769922	0.750291	0.792091	0.786254	0.767069	0.763565	0.745092	0.753247	0.741877	0	0.769421	0.708317	0.783334	0.766113	0.84053	0.818431	0.836704	0.804197	0.815689	0.839445	0.851824	0.826491	0.834093	0.842379	0.841374	0.839937	0.853326	0.849349	0.849721	0.831722	0.862394	0.839488	0.836061	0.846757	0.849355	0.855438	0.865005	0.877133	0.857073
Pailitas	0.831031	0.849936	0.841168	0.833806	0.830193	0.848941	0.852617	0.851085	0.864696	0.864872	0.849628	0.806467	0.858635	0.842165	0.827383	0.852088	0.843349	0.846281	0.856221	0.837326	0.836572	0.836803	0.839572	0.826761	0.848162	0.837529	0.857186	0.832863	0.841233	0.842178	0.845697	0.840188	0.859384	0.859025	0.849177	0.860279	0.866634	0.863547	0.852072	0.807116	0.827217	0.816265	0.825013	0.801407	0.82447	0.81894	0.806964	0.849796	0.86671	0.823866	0.848552	0.861032	0.857725	0.851822	0.810568	0.848101	0.869062	0.86916	0.86217	0.83879	0.864043	0.874698	0.840546	0.886795	0.856896	0.861951	0.854971	0.861351	0.853517	0.845194	0.843295	0.843112	0.866541	0.854827	0.850674	0.85707	0.841191	0.826128	0.852964	0.869995	0.862969	0.839802	0.842108	0.864457	0.832007	0.847628	0.835929	0.840099	0.845004	0.833344	0.836537	0.840532	0.811491	0.834779	0.845191	0.822361	0.836787	0.816062	0.818894	0.839473	0.848739	0.852979	0.829451	0.830327	0.831294	0.855372	0.840166	0.823115	0.823386	0.795459	0.812492	0.831266	0.816044	0.832524	0.820646	0.790703	0.810443	0.813992	0.815137	0.841675	0.833213	0.816799	0.814302	0.830385	0.812385	0.787419	0.79154	0.813041	0.799486	0.828617	0.841719	0.805513	0.824809	0.809327	0.829551	0.82542	0.83334	0.813037	0.83338	0.848641	0.850168	0.876421	0.843644	0.821802	0.822365	0.842896	0.843976	0.865232	0.871809	0.848291	0.826967	0.848403	0.849225	0.834666	0.853447	0.85958	0.853902	0.856914	0.866784	0.843074	0.88825	0.861687	0.875284	0.829034	0.820828	0.865013	0.850707	0.842507	0.85025	0.846417	0.833946	0.856026	0.847643	0.836162	0.841548	0.850989	0.837943	0.836902	0.81548	0.825328	0.851097	0.837277	0.822469	0.857033	0.854968	0.857109	0.846093	0.836729	0.859264	0.838203	0.811394	0.796344	0.815296	0.798984	0.815062	0.820523	0.815416	0.762592	0.806548	0.821386	0.80521	0.826996	0.80855	0.799404	0.787885	0.808615	0.772921	0.769421	0	0.77578	0.805902	0.758359	0.764285	0.779772	0.770724	0.757533	0.76254	0.808752	0.793089	0.801859	0.833606	0.814529	0.80418	0.795413	0.818965	0.828915	0.827882	0.823206	0.84358	0.843067	0.821531	0.831601	0.832767	0.852287	0.815009	0.837954	0.828833
La Jagua de Ibirico	0.79758	0.864989	0.856052	0.869426	0.822198	0.839917	0.868723	0.849015	0.875172	0.85953	0.811449	0.835009	0.866706	0.838306	0.860506	0.870577	0.860636	0.855946	0.850913	0.86528	0.852472	0.861497	0.846535	0.849331	0.860118	0.867246	0.864243	0.83278	0.852195	0.864206	0.861965	0.825765	0.836643	0.844592	0.86139	0.861762	0.863163	0.837444	0.850211	0.76319	0.787836	0.75656	0.764284	0.775069	0.763515	0.775685	0.780086	0.832208	0.823337	0.807998	0.838128	0.867494	0.87153	0.840162	0.799805	0.808965	0.871396	0.87547	0.873253	0.865823	0.889616	0.879069	0.872049	0.867295	0.884421	0.868872	0.857544	0.900807	0.859413	0.836891	0.874989	0.849771	0.854013	0.860539	0.86054	0.86341	0.875025	0.858417	0.864624	0.86097	0.854984	0.826908	0.834059	0.873937	0.836239	0.820627	0.826732	0.842807	0.862211	0.819511	0.823862	0.863227	0.823418	0.827069	0.847273	0.837708	0.83906	0.840913	0.848558	0.837998	0.824106	0.824912	0.842229	0.847962	0.866135	0.870081	0.840467	0.77955	0.781023	0.768168	0.754432	0.75867	0.771374	0.736617	0.740541	0.743609	0.732361	0.750434	0.752539	0.750914	0.753679	0.787676	0.799581	0.800003	0.722986	0.735407	0.767375	0.794661	0.792952	0.844014	0.864567	0.800495	0.868356	0.860412	0.859016	0.849114	0.845148	0.830447	0.882238	0.865716	0.852139	0.845421	0.871061	0.852732	0.847649	0.863262	0.879398	0.854423	0.859495	0.871251	0.857883	0.840409	0.837589	0.852617	0.874038	0.867582	0.865153	0.881477	0.877665	0.866661	0.860915	0.881921	0.867768	0.864781	0.835767	0.868705	0.883485	0.863938	0.877494	0.879158	0.842751	0.888223	0.833965	0.879171	0.848188	0.855041	0.851283	0.844694	0.859007	0.846217	0.877283	0.851444	0.842329	0.855919	0.85541	0.870611	0.871234	0.842049	0.873697	0.844083	0.748802	0.766033	0.75248	0.811559	0.763693	0.759	0.740939	0.716263	0.75925	0.760521	0.736095	0.756344	0.740071	0.717255	0.701157	0.718927	0.696708	0.708317	0.77578	0	0.776678	0.743285	0.849559	0.818922	0.846083	0.811454	0.827997	0.868317	0.864395	0.865944	0.852203	0.86072	0.856707	0.868368	0.876804	0.85107	0.845337	0.869395	0.876962	0.797403	0.845009	0.859844	0.839893	0.853929	0.861247	0.859098	0.854008
Gamarra	0.804299	0.834191	0.852727	0.852094	0.857536	0.83951	0.869716	0.84274	0.877916	0.832362	0.848135	0.849683	0.88334	0.858514	0.863065	0.877198	0.864807	0.857744	0.851404	0.879067	0.860635	0.843914	0.842617	0.864869	0.875224	0.885752	0.864202	0.852076	0.844649	0.830562	0.862433	0.838472	0.832685	0.846844	0.832902	0.867148	0.847157	0.851671	0.847764	0.778589	0.795562	0.799467	0.815418	0.821717	0.831613	0.833773	0.808248	0.844329	0.840153	0.83673	0.831939	0.831892	0.851736	0.886039	0.830064	0.845577	0.892338	0.868582	0.839453	0.875763	0.829949	0.864482	0.865542	0.86066	0.875748	0.848962	0.86835	0.880445	0.881898	0.860699	0.835235	0.842513	0.887864	0.899351	0.876862	0.865866	0.864303	0.863291	0.86345	0.875481	0.875264	0.881109	0.867729	0.837137	0.850425	0.837812	0.860184	0.855357	0.849228	0.823001	0.865302	0.842682	0.856116	0.860571	0.865339	0.84484	0.866978	0.84664	0.840442	0.845024	0.819282	0.834533	0.849994	0.854672	0.826346	0.870237	0.860092	0.804161	0.797591	0.808713	0.816502	0.796808	0.777798	0.792888	0.800919	0.812832	0.785159	0.803557	0.790951	0.792322	0.810947	0.830192	0.818212	0.818737	0.765717	0.773133	0.782516	0.804642	0.817368	0.789344	0.813322	0.823138	0.820404	0.821155	0.855387	0.824964	0.819638	0.82411	0.833114	0.830572	0.850893	0.83729	0.850037	0.82731	0.818189	0.823302	0.86006	0.871336	0.846485	0.831495	0.843648	0.839279	0.848298	0.841401	0.864647	0.846932	0.842731	0.881694	0.859329	0.847193	0.859932	0.861729	0.834143	0.830468	0.795919	0.830892	0.823343	0.845868	0.840284	0.850273	0.833213	0.85067	0.839552	0.818746	0.837972	0.81102	0.814464	0.845779	0.813485	0.859476	0.857652	0.817254	0.843135	0.853941	0.844622	0.854698	0.845815	0.848542	0.872164	0.878649	0.807173	0.800677	0.788083	0.792469	0.825847	0.810191	0.807719	0.787526	0.804939	0.795107	0.810135	0.814676	0.81915	0.791138	0.818896	0.829883	0.795057	0.783334	0.805902	0.776678	0	0.771522	0.824622	0.786835	0.77194	0.761178	0.757565	0.810503	0.766574	0.839843	0.811416	0.83274	0.808987	0.836482	0.838356	0.857556	0.802582	0.840598	0.831681	0.840315	0.864525	0.844409	0.841376	0.860344	0.854823	0.880161	0.860517
Loma de Corredor	0.804102	0.834482	0.846378	0.852235	0.863142	0.83569	0.857147	0.865225	0.878934	0.857325	0.858307	0.849631	0.889229	0.876405	0.879249	0.876773	0.886054	0.865287	0.869785	0.878315	0.88123	0.865523	0.865381	0.862542	0.887637	0.871392	0.868784	0.879905	0.852797	0.871402	0.894635	0.871013	0.866596	0.853987	0.861034	0.878637	0.889566	0.870062	0.855381	0.795457	0.768948	0.785118	0.798761	0.76884	0.8083	0.797488	0.793072	0.7886	0.818048	0.844044	0.826665	0.897023	0.89505	0.882136	0.816897	0.827687	0.891298	0.897164	0.879959	0.883802	0.905693	0.887449	0.859228	0.897896	0.898933	0.892484	0.886992	0.890365	0.882922	0.88119	0.881465	0.87289	0.889473	0.883709	0.892803	0.878496	0.883145	0.870817	0.883589	0.902093	0.897989	0.877958	0.842045	0.879725	0.863231	0.85292	0.8686	0.869433	0.861059	0.82726	0.874231	0.869667	0.836225	0.824545	0.865567	0.832936	0.852043	0.85006	0.856056	0.878007	0.849301	0.854876	0.851134	0.854491	0.867141	0.850048	0.849356	0.804362	0.793851	0.796818	0.800483	0.801567	0.805171	0.789799	0.785906	0.782668	0.800206	0.782077	0.801766	0.794504	0.787262	0.815017	0.808358	0.800972	0.783468	0.765262	0.778328	0.790782	0.806147	0.855254	0.842861	0.793958	0.86621	0.856218	0.854756	0.823776	0.842461	0.837448	0.845857	0.896903	0.853091	0.868313	0.862358	0.860681	0.853483	0.854719	0.868831	0.879463	0.87446	0.841703	0.852344	0.861479	0.860548	0.864033	0.887753	0.887206	0.855812	0.863472	0.878102	0.872566	0.881132	0.873213	0.884419	0.846767	0.844016	0.871725	0.883175	0.882402	0.883564	0.875672	0.868701	0.863857	0.867653	0.876989	0.868721	0.877738	0.866839	0.862896	0.838316	0.88648	0.8802	0.868997	0.856027	0.901427	0.85455	0.870546	0.862811	0.874529	0.866992	0.867119	0.827304	0.797138	0.796886	0.813968	0.799599	0.785334	0.792704	0.741901	0.777216	0.807913	0.777409	0.813556	0.7902	0.776079	0.787477	0.797421	0.766385	0.766113	0.758359	0.743285	0.771522	0	0.806964	0.779306	0.830014	0.788818	0.786835	0.834586	0.833412	0.820001	0.844728	0.843369	0.843711	0.838	0.841155	0.846278	0.844647	0.844337	0.859153	0.834133	0.835222	0.862116	0.849418	0.833904	0.815226	0.854524	0.850621
El Tarra	0.870237	0.883958	0.80153	0.837034	0.868505	0.850503	0.818239	0.850781	0.86795	0.853082	0.870595	0.816448	0.839645	0.845717	0.849125	0.863555	0.8577	0.844949	0.855193	0.86532	0.855217	0.870826	0.874112	0.81564	0.860883	0.8385	0.799755	0.848444	0.827961	0.865374	0.838945	0.843734	0.841078	0.856105	0.839677	0.855792	0.846417	0.855086	0.856552	0.854705	0.872776	0.844701	0.867758	0.845056	0.83217	0.854024	0.864176	0.851858	0.886353	0.887194	0.873112	0.851435	0.858703	0.844498	0.841196	0.875095	0.853103	0.86548	0.841946	0.845106	0.86044	0.858323	0.863121	0.844516	0.854516	0.863463	0.873144	0.85213	0.86345	0.866136	0.865788	0.841506	0.843125	0.864585	0.869242	0.858083	0.860621	0.843651	0.873714	0.847977	0.859502	0.863903	0.83285	0.84702	0.845092	0.864428	0.825804	0.842445	0.829761	0.853161	0.856152	0.823373	0.851715	0.862239	0.823757	0.839798	0.863623	0.829774	0.847635	0.853979	0.843225	0.850336	0.843325	0.819436	0.857229	0.838728	0.861982	0.855022	0.869506	0.862811	0.864396	0.860998	0.852685	0.861469	0.879867	0.822438	0.845881	0.859266	0.834281	0.872252	0.847909	0.859421	0.852628	0.846333	0.859599	0.85296	0.871841	0.854474	0.853745	0.788114	0.790539	0.822738	0.807443	0.792934	0.824741	0.785934	0.801207	0.820157	0.771272	0.804584	0.798901	0.845478	0.817157	0.795234	0.792733	0.804452	0.823795	0.797076	0.824528	0.819769	0.86177	0.83448	0.821622	0.799288	0.865622	0.831834	0.828695	0.797506	0.837632	0.812354	0.833049	0.849804	0.848648	0.833674	0.801095	0.814191	0.82583	0.843521	0.831963	0.819207	0.803631	0.831572	0.824997	0.818797	0.838575	0.826631	0.802915	0.835517	0.813515	0.829234	0.826777	0.833652	0.848039	0.832901	0.848914	0.835339	0.836218	0.837095	0.837844	0.866827	0.864652	0.850841	0.853823	0.854445	0.869665	0.880521	0.87791	0.835774	0.868931	0.859448	0.846408	0.864577	0.85567	0.859991	0.874355	0.871319	0.858445	0.84053	0.764285	0.849559	0.824622	0.806964	0	0.724066	0.758976	0.776166	0.745789	0.761895	0.741329	0.776771	0.748535	0.758388	0.753214	0.767589	0.778832	0.763399	0.801565	0.745277	0.773667	0.830383	0.804536	0.824652	0.834642	0.847041	0.825466	0.840537	0.818351
El Carmen1	0.883043	0.869989	0.839746	0.850957	0.876144	0.865742	0.837485	0.860034	0.848547	0.836378	0.829117	0.818586	0.848121	0.839113	0.837725	0.825781	0.826779	0.837913	0.845587	0.828304	0.837943	0.827785	0.877399	0.862845	0.852276	0.849669	0.829364	0.83441	0.840062	0.838526	0.8692	0.846754	0.872453	0.849408	0.834835	0.841189	0.892395	0.863438	0.852158	0.82698	0.84704	0.85126	0.834789	0.848914	0.831964	0.831232	0.828693	0.845755	0.862636	0.845431	0.826062	0.858663	0.866345	0.858433	0.840866	0.82937	0.854323	0.852082	0.859942	0.85518	0.856095	0.858072	0.863421	0.864381	0.862941	0.879084	0.848942	0.850619	0.853983	0.853095	0.874964	0.851132	0.871151	0.873753	0.850066	0.864064	0.863209	0.83039	0.842742	0.840653	0.852985	0.844494	0.825339	0.861677	0.839369	0.847556	0.847294	0.867185	0.831778	0.850419	0.864624	0.802373	0.82855	0.84764	0.839587	0.825626	0.838103	0.842211	0.817055	0.859484	0.832441	0.812181	0.84885	0.817411	0.833689	0.832613	0.828241	0.858158	0.874064	0.847645	0.825224	0.849063	0.859356	0.834905	0.838206	0.851774	0.817947	0.818076	0.833388	0.855332	0.830243	0.864957	0.81682	0.86309	0.831748	0.833945	0.825183	0.80585	0.814548	0.79562	0.819581	0.784414	0.82877	0.823035	0.800097	0.803232	0.838436	0.821464	0.817689	0.839988	0.826494	0.850561	0.844802	0.827346	0.835985	0.842715	0.809728	0.845595	0.889497	0.842414	0.852733	0.856888	0.827295	0.818786	0.855301	0.868019	0.848456	0.831807	0.870235	0.857473	0.86383	0.852761	0.843305	0.836676	0.818802	0.822092	0.830517	0.825305	0.870754	0.836288	0.826901	0.818486	0.824572	0.850044	0.850194	0.84162	0.826158	0.853184	0.830523	0.838242	0.863162	0.836239	0.811494	0.841217	0.842764	0.831964	0.843586	0.843702	0.81836	0.844959	0.871778	0.845507	0.846092	0.828904	0.849489	0.840219	0.847452	0.831059	0.831364	0.832155	0.796999	0.841907	0.843586	0.81554	0.828439	0.840115	0.826652	0.818431	0.779772	0.818922	0.786835	0.779306	0.724066	0	0.733534	0.726465	0.767662	0.816592	0.788883	0.795964	0.799261	0.815853	0.812485	0.781989	0.813476	0.788788	0.813827	0.814613	0.798735	0.804173	0.82702	0.859842	0.830804	0.866043	0.863418	0.871982	0.806952
